ncentration (M),Reaction Rate
2.976,1.3202286061216597
2.977,0.9433788852537345
2.978,0.8318957047098126
2.979,0.5423348825101069
2.98,1.111660875341601
2.981,0.8928046348056682
2.982,0.8231664855797792
2.983,0.7214844367922103
2.984,1.3196315110687724
2.985,0.562016007374437
2.986,1.2353095859619088
2.987,0.8807697203868413
2.988,0.8190686662466915
2.989,0.9933419387832989
2.99,1.2960208030000406
2.991,1.013871769074966
2.992,1.0206873758931119
2.993,1.115595081942789
2.994,0.4130115486827952
2.995,0.8270810659616741
2.996,0.8498328792128019
2.997,0.5016160983570169
2.998,0.5460757656856774
2.999,1.1120304147893536
3.0,0.8641409144375122
3.001,1.1748040739249772
3.002,1.1077899504951643
3.003,0.6031962636832208
3.004,0.8468362118558597
3.005,0.8449017502114404
3.006,0.5699993284420521
3.007,1.0939457817318274
3.008,1.0040986852139495
3.009,1.240099838428913
3.01,0.9757351432975795
3.011,0.7445494818839881
3.012,1.368598227390836
3.013,0.5413203907101555
3.014,0.9392997662143056
3.015,1.2611522851911197
3.016,1.1740701976644405
3.017,0.6081831825267926
3.018,0.6884570669860163
3.019,0.8482799868393297
3.02,0.6618725773952716
3.021,0.9482340148675373
3.022,1.056210934549046
3.023,0.7087856417656443
3.024,0.6847044466640811
3.025,1.0437216510815497
3.026,1.3107195544415506
3.027,0.891243539153205
3.028,0.6837388140770659
3.029,0.8403736265097664
3.03,0.6057295821442558
3.031,1.049830725579496
3.032,1.2292092904434606
3.033,1.1677843546171736
3.034,0.8063390504396514
3.035,0.5557941101856357
3.036,1.2497998473537661
3.037,0.41492295910030064
3.038,1.2333588451186275
3.039,1.3224806989505802
3.04,0.5106577335627012
3.041,0.9540622295881923
3.042,1.2932479413798865
3.043,1.3934581475229735
3.044,0.7091769140983238
3.045,0.5318534736172946
3.046,1.0035459146699295
3.047,0.4473965227619514
3.048,1.0693339285249044
3.049,0.8910575225014868
3.05,0.9213037464919125
3.051,0.6765623788547651
3.052,0.7543725728744717
3.053,1.2250342563375471
3.054,0.7275146284471121
3.055,1.2823246285020953
3.056,0.7684037854903193
3.057,0.7423606287771898
3.058,1.360690669636067
3.059,1.2972145010388128
3.06,1.2182925548836687
3.061,0.49711131856054536
3.062,0.47204272488837706
3.063,1.3733547812869138
3.064,0.5750095435110696
3.065,0.7577444185376081
3.066,0.8939188838615116
3.067,0.8629751933992205
3.068,0.7968711181888294
3.069,0.6879149715910257
3.07,0.7751530582645844
3.071,1.1113396628121626
3.072,1.3554253927449533
3.073,0.6454752409834292
3.074,1.21038061460773
3.075,0.5249579048327199
3.076,1.1315575768548696
3.077,0.7431557777868962
3.078,1.4057021146065847
3.079,1.297387952202242
3.08,0.6903308110113833
3.081,0.9042173096568411
3.082,0.5848192607343354
3.083,0.8111144024383539
3.084,1.128531790558034
